datetime,timestamp,tokens,consommation_co2_g,consommation_eau_L,consommation_electricite_kWh,usage
2025-01-08 22:15:00,1736374500,5272,187.96,1.06,0.4625,cours
2025-01-08 22:30:00,1736375400,5161,206.14,0.95,0.4738,cours
2025-01-08 22:45:00,1736376300,662,19.88,0.12,0.0537,autre
2025-01-08 23:00:00,1736377200,2897,98.18,0.4,0.2214,cours
2025-01-08 23:15:00,1736378100,3968,163.97,1.06,0.3914,cours
2025-01-08 23:30:00,1736379000,500,17.61,0.07,0.0407,autre
2025-01-08 23:45:00,1736379900,890,29.96,0.12,0.0739,autre
2025-01-09 00:00:00,1736380800,4266,205.46,1.03,0.4801,cours
2025-01-09 00:15:00,1736381700,1168,56.46,0.4,0.1606,autre
2025-01-09 00:30:00,1736382600,3399,158.95,0.79,0.3681,cours
2025-01-09 00:45:00,1736383500,738,17.28,0.09,0.0488,autre
2025-01-09 01:00:00,1736384400,2622,76.02,0.4,0.1732,cours
2025-01-09 01:15:00,1736385300,2673,163.43,0.74,0.3638,cours
2025-01-09 01:30:00,1736386200,732,23.27,0.18,0.0613,autre
2025-01-09 01:45:00,1736387100,3867,96.65,0.75,0.2605,cours
2025-01-09 02:00:00,1736388000,4413,203.15,1.07,0.4763,cours
2025-01-09 02:15:00,1736388900,559,23.05,0.12,0.0614,autre
2025-01-09 02:30:00,1736389800,1247,60.91,0.36,0.1395,autre
2025-01-09 02:45:00,1736390700,718,21.05,0.09,0.0584,autre
2025-01-09 03:00:00,1736391600,793,17.6,0.11,0.0485,autre
2025-01-09 03:15:00,1736392500,2752,169.12,0.76,0.3776,cours
2025-01-09 03:30:00,1736393400,1075,35.93,0.25,0.0861,cours
2025-01-09 03:45:00,1736394300,4384,217.4,0.76,0.5001,cours
2025-01-09 04:00:00,1736395200,4236,188.78,1.15,0.4936,cours
2025-01-09 04:15:00,1736396100,715,32.49,0.2,0.0778,autre
2025-01-09 04:30:00,1736397000,3566,124.15,0.68,0.3032,cours
2025-01-09 04:45:00,1736397900,4015,134.57,0.53,0.328,cours
2025-01-09 05:00:00,1736398800,1937,87.35,0.62,0.2088,cours
2025-01-09 05:15:00,1736399700,641,33.77,0.19,0.0829,autre
2025-01-09 05:30:00,1736400600,4294,229.01,1.41,0.5829,cours
2025-01-09 05:45:00,1736401500,2245,58.04,0.29,0.1537,cours
2025-01-09 06:00:00,1736402400,3793,117.2,0.61,0.2746,cours
2025-01-09 06:15:00,1736403300,393,19.85,0.11,0.0533,autre
2025-01-09 06:30:00,1736404200,3966,197.73,0.76,0.4716,cours
2025-01-09 06:45:00,1736405100,789,38.48,0.17,0.1031,autre
2025-01-09 07:00:00,1736406000,315,9.9,0.07,0.024,autre
2025-01-09 07:15:00,1736406900,4664,211.96,0.93,0.4991,cours
2025-01-09 07:30:00,1736407800,579,25.0,0.12,0.0672,autre
2025-01-09 07:45:00,1736408700,556,22.65,0.14,0.0636,autre
2025-01-09 08:00:00,1736409600,860,28.93,0.21,0.0797,autre
2025-01-09 08:15:00,1736410500,4648,116.86,0.45,0.2846,cours
2025-01-09 08:30:00,1736411400,2484,115.21,0.63,0.2649,cours
2025-01-09 08:45:00,1736412300,818,23.27,0.11,0.0656,autre
2025-01-09 09:00:00,1736413200,3928,159.7,0.59,0.3772,cours
2025-01-09 09:15:00,1736414100,1007,52.84,0.22,0.1376,autre
2025-01-09 09:30:00,1736415000,852,31.16,0.22,0.0783,autre
2025-01-09 09:45:00,1736415900,689,38.81,0.15,0.0876,autre
2025-01-09 10:00:00,1736416800,2672,76.88,0.31,0.2006,cours
2025-01-09 10:15:00,1736417700,3586,161.82,0.88,0.4081,cours
2025-01-09 10:30:00,1736418600,478,23.2,0.18,0.066,autre
2025-01-09 10:45:00,1736419500,50,1.22,0.01,0.0034,autre
2025-01-09 11:00:00,1736420400,3936,89.75,0.51,0.2388,cours
2025-01-09 11:15:00,1736421300,1071,35.78,0.16,0.1014,autre
2025-01-09 11:30:00,1736422200,91,2.53,0.01,0.0061,autre
2025-01-09 11:45:00,1736423100,2490,117.19,0.71,0.2985,cours
2025-01-09 12:00:00,1736424000,4119,222.04,1.29,0.5485,cours
2025-01-09 12:15:00,1736424900,5557,193.42,1.05,0.5264,cours
2025-01-09 12:30:00,1736425800,3520,107.82,0.56,0.2841,cours
2025-01-09 12:45:00,1736426700,2771,109.32,0.44,0.2626,cours
2025-01-09 13:00:00,1736427600,745,39.21,0.18,0.0878,autre
2025-01-09 13:15:00,1736428500,4874,105.08,0.49,0.296,cours
2025-01-09 13:30:00,1736429400,2854,134.27,0.81,0.3058,cours
2025-01-09 13:45:00,1736430300,2700,120.05,0.87,0.2945,cours
2025-01-09 14:00:00,1736431200,3017,136.11,0.99,0.3349,cours
2025-01-09 14:15:00,1736432100,514,16.32,0.11,0.0408,autre
2025-01-09 14:30:00,1736433000,3622,151.42,1.02,0.4242,cours
2025-01-09 14:45:00,1736433900,5124,123.82,0.88,0.3449,cours
2025-01-09 15:00:00,1736434800,896,27.9,0.13,0.068,autre
2025-01-09 15:15:00,1736435700,3247,162.38,1.03,0.4228,cours
2025-01-09 15:30:00,1736436600,3208,168.77,0.83,0.3821,cours
2025-01-09 15:45:00,1736437500,1936,46.21,0.26,0.1183,cours
2025-01-09 16:00:00,1736438400,4383,127.54,0.92,0.3501,cours
2025-01-09 16:15:00,1736439300,3422,111.28,0.51,0.264,cours
2025-01-09 16:30:00,1736440200,3319,102.82,0.54,0.271,cours
2025-01-09 16:45:00,1736441100,6693,215.01,1.54,0.5341,cours
2025-01-09 17:00:00,1736442000,889,24.26,0.09,0.0578,autre
2025-01-09 17:15:00,1736442900,2748,116.95,0.59,0.2658,cours
2025-01-09 17:30:00,1736443800,3073,156.46,1.05,0.3645,cours
2025-01-09 17:45:00,1736444700,1144,51.86,0.3,0.1242,autre
2025-01-09 18:00:00,1736445600,3613,171.89,0.95,0.4113,cours
2025-01-09 18:15:00,1736446500,368,10.88,0.05,0.0245,autre
2025-01-09 18:30:00,1736447400,4419,228.32,1.21,0.6015,cours
2025-01-09 18:45:00,1736448300,599,26.65,0.21,0.0761,autre
2025-01-09 19:00:00,1736449200,5373,252.13,1.56,0.6684,cours
2025-01-09 19:15:00,1736450100,4580,214.28,1.31,0.5763,cours
2025-01-09 19:30:00,1736451000,3052,170.99,0.68,0.4109,cours
2025-01-09 19:45:00,1736451900,1184,50.68,0.19,0.1226,autre
2025-01-09 20:00:00,1736452800,3567,111.0,0.8,0.2712,cours
2025-01-09 20:15:00,1736453700,4352,167.32,0.98,0.4759,cours
2025-01-09 20:30:00,1736454600,3984,201.21,1.14,0.4758,cours
2025-01-09 20:45:00,1736455500,546,24.85,0.11,0.065,autre
2025-01-09 21:00:00,1736456400,2856,121.0,0.73,0.2905,cours
2025-01-09 21:15:00,1736457300,1108,29.43,0.21,0.0725,autre
2025-01-09 21:30:00,1736458200,3165,109.08,0.67,0.2839,cours
2025-01-09 21:45:00,1736459100,3096,150.4,0.7,0.4138,cours
2025-01-09 22:00:00,1736460000,2544,97.62,0.64,0.2716,cours
2025-01-09 22:15:00,1736460900,3923,175.14,1.07,0.4043,cours
2025-01-09 22:30:00,1736461800,5562,200.31,0.96,0.4533,cours
2025-01-09 22:45:00,1736462700,2432,90.3,0.61,0.2176,cours
2025-01-09 23:00:00,1736463600,807,38.28,0.26,0.1062,autre
2025-01-09 23:15:00,1736464500,4912,217.19,1.59,0.5566,cours
2025-01-09 23:30:00,1736465400,3420,177.88,1.02,0.4206,cours
2025-01-09 23:45:00,1736466300,3952,162.96,0.65,0.3808,cours
2025-01-10 00:00:00,1736467200,2437,97.36,0.53,0.2691,cours
2025-01-10 00:15:00,1736468100,3928,109.81,0.57,0.3137,cours
2025-01-10 00:30:00,1736469000,3312,162.44,1.1,0.3856,cours
2025-01-10 00:45:00,1736469900,4485,162.95,1.12,0.4225,cours
2025-01-10 01:00:00,1736470800,1156,41.41,0.28,0.1103,autre
2025-01-10 01:15:00,1736471700,1576,61.98,0.34,0.1764,autre
2025-01-10 01:30:00,1736472600,4079,222.32,0.98,0.5503,cours
2025-01-10 01:45:00,1736473500,3825,108.38,0.66,0.2491,cours
2025-01-10 02:00:00,1736474400,858,48.18,0.24,0.1081,autre
2025-01-10 02:15:00,1736475300,3146,106.66,0.48,0.2623,cours
2025-01-10 02:30:00,1736476200,3838,147.16,0.89,0.3666,cours
2025-01-10 02:45:00,1736477100,3204,70.93,0.31,0.1979,cours
2025-01-10 03:00:00,1736478000,850,28.94,0.14,0.0715,autre
2025-01-10 03:15:00,1736478900,1195,46.46,0.26,0.1198,autre
2025-01-10 03:30:00,1736479800,2493,66.04,0.28,0.1608,cours
2025-01-10 03:45:00,1736480700,4639,179.11,1.37,0.4606,cours
2025-01-10 04:00:00,1736481600,4817,241.73,1.17,0.6463,cours
2025-01-10 04:15:00,1736482500,764,18.8,0.09,0.0523,autre
2025-01-10 04:30:00,1736483400,1378,63.69,0.3,0.167,cours
2025-01-10 04:45:00,1736484300,2892,96.5,0.71,0.2683,cours
2025-01-10 05:00:00,1736485200,1189,49.15,0.29,0.1337,autre
2025-01-10 05:15:00,1736486100,3477,126.1,0.66,0.281,cours
2025-01-10 05:30:00,1736487000,500,14.35,0.06,0.0364,autre
2025-01-10 05:45:00,1736487900,2995,87.95,0.34,0.2181,cours
2025-01-10 06:00:00,1736488800,4340,124.59,0.62,0.2849,cours
2025-01-10 06:15:00,1736489700,4046,136.15,0.83,0.3029,cours
2025-01-10 06:30:00,1736490600,728,33.63,0.23,0.0824,autre
2025-01-10 06:45:00,1736491500,689,38.79,0.15,0.0899,autre
2025-01-10 07:00:00,1736492400,682,32.66,0.2,0.0853,autre
2025-01-10 07:15:00,1736493300,2577,112.6,0.85,0.2959,cours
2025-01-10 07:30:00,1736494200,1284,34.49,0.18,0.0884,autre
2025-01-10 07:45:00,1736495100,3177,110.2,0.72,0.2641,cours
2025-01-10 08:00:00,1736496000,4717,167.26,0.68,0.3999,cours
2025-01-10 08:15:00,1736496900,1256,38.33,0.29,0.1005,autre
2025-01-10 08:30:00,1736497800,4498,165.38,1.2,0.4552,cours
2025-01-10 08:45:00,1736498700,3068,130.39,0.92,0.3155,cours
2025-01-10 09:00:00,1736499600,3903,125.4,0.87,0.3456,cours
2025-01-10 09:15:00,1736500500,3475,125.15,0.63,0.3069,cours
2025-01-10 09:30:00,1736501400,2596,137.47,0.95,0.3278,cours
2025-01-10 09:45:00,1736502300,3824,197.81,0.9,0.4709,cours
2025-01-10 10:00:00,1736503200,2320,83.51,0.39,0.1963,cours
2025-01-10 10:15:00,1736504100,1156,67.28,0.39,0.1539,autre
2025-01-10 10:30:00,1736505000,660,35.96,0.24,0.0899,autre
2025-01-10 10:45:00,1736505900,3701,134.86,0.92,0.3188,cours
2025-01-10 11:00:00,1736506800,3783,137.68,0.6,0.3342,cours
2025-01-10 11:15:00,1736507700,3241,120.02,0.88,0.3256,cours
2025-01-10 11:30:00,1736508600,4086,194.9,1.44,0.5528,cours
2025-01-10 11:45:00,1736509500,3025,148.95,0.63,0.3936,cours
2025-01-10 12:00:00,1736510400,1061,28.53,0.15,0.0724,autre
2025-01-10 12:15:00,1736511300,2154,81.07,0.38,0.1969,cours
2025-01-10 12:30:00,1736512200,3626,164.46,0.74,0.3781,cours
2025-01-10 12:45:00,1736513100,5438,201.51,1.62,0.5452,cours
2025-01-10 13:00:00,1736514000,2499,68.41,0.46,0.1887,cours
2025-01-10 13:15:00,1736514900,596,34.24,0.2,0.0767,autre
2025-01-10 13:30:00,1736515800,954,39.29,0.32,0.1089,autre
2025-01-10 13:45:00,1736516700,3679,185.94,0.97,0.4674,cours
2025-01-10 14:00:00,1736517600,905,47.59,0.31,0.1165,autre
2025-01-10 14:15:00,1736518500,3989,193.24,1.03,0.4782,cours
2025-01-10 14:30:00,1736519400,990,33.78,0.26,0.0942,autre
2025-01-10 14:45:00,1736520300,1132,43.83,0.22,0.1232,autre
2025-01-10 15:00:00,1736521200,3909,102.64,0.83,0.2847,cours
2025-01-10 15:15:00,1736522100,3258,151.6,0.68,0.3711,cours
2025-01-10 15:30:00,1736523000,4172,125.43,0.62,0.3101,cours
2025-01-10 15:45:00,1736523900,5399,232.86,1.64,0.6237,cours
2025-01-10 16:00:00,1736524800,760,24.64,0.12,0.0596,autre
2025-01-10 16:15:00,1736525700,2525,75.71,0.42,0.1752,cours
2025-01-10 16:30:00,1736526600,4607,119.47,0.73,0.3373,cours
2025-01-10 16:45:00,1736527500,763,18.35,0.12,0.0459,autre
2025-01-10 17:00:00,1736528400,148,7.29,0.03,0.0174,autre
2025-01-10 17:15:00,1736529300,4347,193.44,0.82,0.5155,cours
2025-01-10 17:30:00,1736530200,2964,114.21,0.58,0.2999,cours
2025-01-10 17:45:00,1736531100,3409,102.24,0.55,0.2485,cours
2025-01-10 18:00:00,1736532000,3831,112.35,0.45,0.2555,cours
2025-01-10 18:15:00,1736532900,857,22.73,0.11,0.0527,autre
2025-01-10 18:30:00,1736533800,4209,125.9,0.65,0.3084,cours
2025-01-10 18:45:00,1736534700,3064,170.14,0.64,0.4022,cours
2025-01-10 19:00:00,1736535600,4013,123.03,0.76,0.3183,cours
2025-01-10 19:15:00,1736536500,3240,118.53,0.81,0.2862,cours
2025-01-10 19:30:00,1736537400,1021,27.71,0.12,0.0699,autre
2025-01-10 19:45:00,1736538300,984,28.24,0.18,0.0765,autre
2025-01-10 20:00:00,1736539200,2564,109.39,0.65,0.2603,cours
2025-01-10 20:15:00,1736540100,4585,202.02,1.06,0.498,cours
2025-01-10 20:30:00,1736541000,2964,91.07,0.6,0.236,cours
2025-01-10 20:45:00,1736541900,1042,29.7,0.14,0.0673,autre
2025-01-10 21:00:00,1736542800,910,29.25,0.19,0.0831,autre
2025-01-10 21:15:00,1736543700,5338,160.37,0.64,0.4203,cours
2025-01-10 21:30:00,1736544600,732,20.19,0.14,0.0568,autre
2025-01-10 21:45:00,1736545500,695,40.56,0.24,0.0951,autre
2025-01-10 22:00:00,1736546400,3480,159.84,0.59,0.3804,cours
2025-01-10 22:15:00,1736547300,709,28.4,0.15,0.0741,autre
2025-01-10 22:30:00,1736548200,4299,167.42,1.19,0.4009,cours
2025-01-10 22:45:00,1736549100,1883,69.19,0.38,0.1776,cours
2025-01-10 23:00:00,1736550000,2446,107.51,0.57,0.2526,cours
2025-01-10 23:15:00,1736550900,2432,111.28,0.81,0.2814,cours
2025-01-10 23:30:00,1736551800,4450,202.25,1.33,0.517,cours
2025-01-10 23:45:00,1736552700,1313,42.93,0.23,0.0968,autre
2025-01-11 00:00:00,1736553600,3395,127.35,0.92,0.3395,cours
2025-01-11 00:15:00,1736554500,749,25.21,0.19,0.0696,autre
2025-01-11 00:30:00,1736555400,3570,189.04,1.01,0.4628,cours
2025-01-11 00:45:00,1736556300,4661,230.22,1.14,0.5151,cours
2025-01-11 01:00:00,1736557200,2572,102.33,0.55,0.2639,cours
2025-01-11 01:15:00,1736558100,3738,92.18,0.76,0.2588,cours
2025-01-11 01:30:00,1736559000,1092,45.47,0.3,0.1184,autre
2025-01-11 01:45:00,1736559900,4001,111.19,0.45,0.2776,cours
2025-01-11 02:00:00,1736560800,3689,117.5,0.9,0.3209,cours
2025-01-11 02:15:00,1736561700,4501,133.68,0.71,0.3215,cours
2025-01-11 02:30:00,1736562600,50,2.59,0.01,0.0058,autre
2025-01-11 02:45:00,1736563500,1003,30.32,0.18,0.0767,autre
2025-01-11 03:00:00,1736564400,603,21.23,0.12,0.0551,autre
2025-01-11 03:15:00,1736565300,1669,85.71,0.62,0.2197,cours
2025-01-11 03:30:00,1736566200,4011,110.7,0.55,0.3062,cours
2025-01-11 03:45:00,1736567100,4873,214.93,1.34,0.4903,cours
2025-01-11 04:00:00,1736568000,3362,123.12,0.73,0.3145,cours
2025-01-11 04:15:00,1736568900,4452,106.35,0.43,0.2736,cours
2025-01-11 04:30:00,1736569800,5112,262.45,1.87,0.6309,cours
2025-01-11 04:45:00,1736570700,4814,124.34,0.72,0.3154,cours
2025-01-11 05:00:00,1736571600,5139,208.79,0.97,0.5033,cours
2025-01-11 05:15:00,1736572500,1022,38.16,0.24,0.1072,autre
2025-01-11 05:30:00,1736573400,3575,170.06,1.1,0.3942,cours
2025-01-11 05:45:00,1736574300,1898,97.0,0.43,0.2184,cours
2025-01-11 06:00:00,1736575200,726,24.17,0.1,0.0583,autre
2025-01-11 06:15:00,1736576100,2656,71.93,0.27,0.1615,cours
2025-01-11 06:30:00,1736577000,1451,62.45,0.33,0.171,autre
2025-01-11 06:45:00,1736577900,3324,135.98,0.91,0.3419,cours
2025-01-11 07:00:00,1736578800,3623,188.57,1.01,0.4597,cours
2025-01-11 07:15:00,1736579700,965,49.52,0.22,0.1213,autre
2025-01-11 07:30:00,1736580600,813,40.43,0.18,0.1036,autre
2025-01-11 07:45:00,1736581500,1308,49.6,0.26,0.1292,autre
2025-01-11 08:00:00,1736582400,2877,90.46,0.73,0.2494,cours
2025-01-11 08:15:00,1736583300,3694,177.29,0.92,0.4556,cours
2025-01-11 08:30:00,1736584200,2757,97.04,0.79,0.265,cours
2025-01-11 08:45:00,1736585100,2179,68.9,0.36,0.1627,cours
2025-01-11 09:00:00,1736586000,616,29.33,0.14,0.0791,autre
2025-01-11 09:15:00,1736586900,3462,160.9,1.28,0.4522,cours
2025-01-11 09:30:00,1736587800,671,26.46,0.14,0.0653,autre
2025-01-11 09:45:00,1736588700,2807,75.93,0.48,0.1854,cours
